order_id,order_line_id,sku,qty,unit_price,gross_sales,promo_id,discount_amt,net_sales
O0005356,O0005356-1,SKU00263,1,21.58,21.58,,0.0,21.58
O0005356,O0005356-2,SKU00067,2,20.67,41.34,,0.0,41.34
O0005357,O0005357-1,SKU00128,1,24.13,24.13,,0.0,24.13
O0005358,O0005358-1,SKU00038,1,50.53,50.53,P0001,15.16,35.37
O0005359,O0005359-1,SKU00253,1,51.01,51.01,,0.0,51.01
O0005360,O0005360-1,SKU00339,1,36.52,36.52,,0.0,36.52
O0005360,O0005360-2,SKU00012,1,9.88,9.88,,0.0,9.88
O0005361,O0005361-1,SKU00234,1,20.16,20.16,,0.0,20.16
O0005362,O0005362-1,SKU00082,1,35.63,35.63,,0.0,35.63
O0005362,O0005362-2,SKU00396,1,15.54,15.54,,0.0,15.54
O0005362,O0005362-3,SKU00035,2,57.12,114.24,,0.0,114.24
O0005362,O0005362-4,SKU00228,1,106.95,106.95,,0.0,106.95
O0005363,O0005363-1,SKU00393,1,14.38,14.38,,0.0,14.38
O0005363,O0005363-2,SKU00343,1,45.56,45.56,P0001,13.67,31.89
O0005364,O0005364-1,SKU00385,1,57.12,57.12,,0.0,57.12
O0005364,O0005364-2,SKU00084,1,33.92,33.92,,0.0,33.92
O0005365,O0005365-1,SKU00364,1,45.23,45.23,,0.0,45.23
O0005366,O0005366-1,SKU00206,1,31.05,31.05,,0.0,31.05
O0005366,O0005366-2,SKU00073,1,61.83,61.83,P0001,18.55,43.28
O0005366,O0005366-3,SKU00395,3,26.26,78.78,,0.0,78.78
O0005366,O0005366-4,SKU00356,1,12.98,12.98,,0.0,12.98
O0005367,O0005367-1,SKU00094,2,56.4,112.8,,0.0,112.8
O0005367,O0005367-2,SKU00275,1,50.32,50.32,,0.0,50.32
O0005367,O0005367-3,SKU00364,1,45.23,45.23,,0.0,45.23
O0005367,O0005367-4,SKU00301,1,30.77,30.77,,0.0,30.77
O0005368,O0005368-1,SKU00049,1,49.27,49.27,,0.0,49.27
O0005368,O0005368-2,SKU00102,1,12.21,12.21,,0.0,12.21
O0005369,O0005369-1,SKU00217,1,31.07,31.07,,0.0,31.07
O0005369,O0005369-2,SKU00041,1,31.32,31.32,,0.0,31.32
O0005370,O0005370-1,SKU00117,2,30.62,61.24,,0.0,61.24
O0005370,O0005370-2,SKU00099,1,22.33,22.33,,0.0,22.33
O0005370,O0005370-3,SKU00181,1,47.26,47.26,,0.0,47.26
O0005371,O0005371-1,SKU00031,3,49.75,149.25,,0.0,149.25
O0005372,O0005372-1,SKU00291,1,33.52,33.52,,0.0,33.52
O0005372,O0005372-2,SKU00113,2,49.01,98.02,,0.0,98.02
O0005373,O0005373-1,SKU00374,1,34.49,34.49,,0.0,34.49
O0005374,O0005374-1,SKU00093,1,55.17,55.17,,0.0,55.17
O0005374,O0005374-2,SKU00005,1,8.67,8.67,,0.0,8.67
O0005374,O0005374-3,SKU00190,1,45.12,45.12,,0.0,45.12
O0005375,O0005375-1,SKU00229,2,74.74,149.48,,0.0,149.48
O0005375,O0005375-2,SKU00067,1,20.67,20.67,,0.0,20.67
O0005375,O0005375-3,SKU00395,3,26.26,78.78,,0.0,78.78
O0005375,O0005375-4,SKU00158,1,19.54,19.54,,0.0,19.54
O0005376,O0005376-1,SKU00278,1,54.54,54.54,,0.0,54.54
O0005377,O0005377-1,SKU00131,1,34.39,34.39,,0.0,34.39
O0005377,O0005377-2,SKU00311,2,60.22,120.44,,0.0,120.44
O0005377,O0005377-3,SKU00115,1,25.28,25.28,,0.0,25.28
O0005378,O0005378-1,SKU00376,1,37.84,37.84,,0.0,37.84
O0005379,O0005379-1,SKU00181,1,47.26,47.26,,0.0,47.26
O0005379,O0005379-2,SKU00229,2,74.74,149.48,,0.0,149.48
O0005379,O0005379-3,SKU00038,1,50.53,50.53,,0.0,50.53
O0005379,O0005379-4,SKU00259,2,40.89,81.78,,0.0,81.78
O0005380,O0005380-1,SKU00152,1,57.95,57.95,,0.0,57.95
O0005381,O0005381-1,SKU00196,1,36.14,36.14,P0001,10.84,25.3
O0005382,O0005382-1,SKU00382,1,19.75,19.75,,0.0,19.75
O0005382,O0005382-2,SKU00153,3,61.1,183.3,,0.0,183.3
O0005383,O0005383-1,SKU00241,1,46.38,46.38,P0001,13.91,32.47
O0005383,O0005383-2,SKU00275,1,50.32,50.32,,0.0,50.32
O0005383,O0005383-3,SKU00071,1,50.63,50.63,,0.0,50.63
O0005384,O0005384-1,SKU00268,1,43.83,43.83,,0.0,43.83
O0005384,O0005384-2,SKU00122,1,22.77,22.77,,0.0,22.77
O0005384,O0005384-3,SKU00158,1,19.54,19.54,,0.0,19.54
O0005384,O0005384-4,SKU00382,1,19.75,19.75,,0.0,19.75
O0005385,O0005385-1,SKU00008,1,26.23,26.23,,0.0,26.23
O0005385,O0005385-2,SKU00362,1,26.77,26.77,,0.0,26.77
O0005386,O0005386-1,SKU00167,1,22.6,22.6,,0.0,22.6
O0005387,O0005387-1,SKU00005,1,8.67,8.67,,0.0,8.67
O0005388,O0005388-1,SKU00254,1,18.56,18.56,,0.0,18.56
O0005388,O0005388-2,SKU00222,1,30.96,30.96,P0001,9.29,21.67
O0005388,O0005388-3,SKU00212,1,20.15,20.15,,0.0,20.15
O0005389,O0005389-1,SKU00360,1,93.89,93.89,,0.0,93.89
O0005389,O0005389-2,SKU00134,1,31.13,31.13,,0.0,31.13
O0005389,O0005389-3,SKU00323,1,39.02,39.02,,0.0,39.02
O0005389,O0005389-4,SKU00253,1,51.01,51.01,,0.0,51.01
O0005390,O0005390-1,SKU00342,3,38.94,116.82,,0.0,116.82
O0005390,O0005390-2,SKU00297,1,39.78,39.78,,0.0,39.78
O0005391,O0005391-1,SKU00097,1,30.01,30.01,,0.0,30.01
O0005391,O0005391-2,SKU00259,1,40.89,40.89,,0.0,40.89
O0005392,O0005392-1,SKU00364,1,45.23,45.23,,0.0,45.23
O0005392,O0005392-2,SKU00186,1,34.13,34.13,,0.0,34.13
O0005393,O0005393-1,SKU00146,1,60.33,60.33,,0.0,60.33
O0005394,O0005394-1,SKU00139,2,52.17,104.34,,0.0,104.34
O0005394,O0005394-2,SKU00190,1,45.12,45.12,,0.0,45.12
O0005394,O0005394-3,SKU00307,3,36.83,110.49,,0.0,110.49
O0005395,O0005395-1,SKU00154,1,62.36,62.36,,0.0,62.36
O0005396,O0005396-1,SKU00229,1,74.74,74.74,,0.0,74.74
O0005396,O0005396-2,SKU00118,1,21.46,21.46,,0.0,21.46
O0005397,O0005397-1,SKU00268,1,43.83,43.83,,0.0,43.83
O0005398,O0005398-1,SKU00307,1,36.83,36.83,,0.0,36.83
O0005399,O0005399-1,SKU00362,1,26.77,26.77,,0.0,26.77
O0005399,O0005399-2,SKU00227,1,105.48,105.48,,0.0,105.48
O0005399,O0005399-3,SKU00045,1,35.31,35.31,,0.0,35.31
O0005400,O0005400-1,SKU00303,1,66.84,66.84,,0.0,66.84
O0005400,O0005400-2,SKU00050,1,25.95,25.95,,0.0,25.95
O0005401,O0005401-1,SKU00026,1,45.44,45.44,,0.0,45.44
O0005401,O0005401-2,SKU00062,1,38.63,38.63,,0.0,38.63
O0005402,O0005402-1,SKU00269,1,28.75,28.75,,0.0,28.75
O0005403,O0005403-1,SKU00044,1,26.97,26.97,,0.0,26.97
O0005403,O0005403-2,SKU00262,1,10.7,10.7,,0.0,10.7
O0005404,O0005404-1,SKU00292,2,51.63,103.26,,0.0,103.26
O0005405,O0005405-1,SKU00043,1,50.54,50.54,,0.0,50.54
O0005406,O0005406-1,SKU00120,1,19.69,19.69,,0.0,19.69
O0005406,O0005406-2,SKU00292,2,51.63,103.26,,0.0,103.26
O0005406,O0005406-3,SKU00208,1,15.73,15.73,,0.0,15.73
O0005407,O0005407-1,SKU00238,1,69.04,69.04,,0.0,69.04
O0005407,O0005407-2,SKU00095,1,53.11,53.11,,0.0,53.11
O0005407,O0005407-3,SKU00237,1,54.4,54.4,,0.0,54.4
O0005408,O0005408-1,SKU00347,2,61.23,122.46,,0.0,122.46
O0005408,O0005408-2,SKU00155,1,44.19,44.19,,0.0,44.19
O0005409,O0005409-1,SKU00007,1,32.91,32.91,,0.0,32.91
O0005409,O0005409-2,SKU00003,1,28.95,28.95,,0.0,28.95
O0005410,O0005410-1,SKU00261,1,86.51,86.51,,0.0,86.51
O0005411,O0005411-1,SKU00121,1,58.38,58.38,P0001,17.51,40.87
O0005411,O0005411-2,SKU00033,1,24.44,24.44,,0.0,24.44
O0005411,O0005411-3,SKU00309,1,39.31,39.31,,0.0,39.31
O0005412,O0005412-1,SKU00307,3,36.83,110.49,,0.0,110.49
O0005413,O0005413-1,SKU00245,3,49.62,148.86,,0.0,148.86
O0005413,O0005413-2,SKU00125,2,30.05,60.1,,0.0,60.1
O0005414,O0005414-1,SKU00263,1,21.58,21.58,,0.0,21.58
O0005415,O0005415-1,SKU00315,1,65.19,65.19,,0.0,65.19
O0005415,O0005415-2,SKU00250,1,32.56,32.56,,0.0,32.56
O0005415,O0005415-3,SKU00023,1,57.22,57.22,,0.0,57.22
O0005416,O0005416-1,SKU00101,1,33.02,33.02,,0.0,33.02
O0005417,O0005417-1,SKU00240,1,78.86,78.86,,0.0,78.86
O0005417,O0005417-2,SKU00142,1,61.52,61.52,,0.0,61.52
O0005417,O0005417-3,SKU00178,1,55.23,55.23,P0001,16.57,38.66
O0005417,O0005417-4,SKU00077,3,17.01,51.03,,0.0,51.03
O0005418,O0005418-1,SKU00258,1,50.85,50.85,,0.0,50.85
O0005418,O0005418-2,SKU00175,1,44.19,44.19,,0.0,44.19
O0005418,O0005418-3,SKU00038,1,50.53,50.53,,0.0,50.53
O0005418,O0005418-4,SKU00204,2,59.25,118.5,,0.0,118.5
O0005419,O0005419-1,SKU00227,1,105.48,105.48,,0.0,105.48
O0005420,O0005420-1,SKU00135,2,42.96,85.92,,0.0,85.92
O0005420,O0005420-2,SKU00045,2,35.31,70.62,,0.0,70.62
O0005421,O0005421-1,SKU00265,1,26.72,26.72,,0.0,26.72
O0005422,O0005422-1,SKU00360,2,93.89,187.78,,0.0,187.78
O0005423,O0005423-1,SKU00102,1,12.21,12.21,,0.0,12.21
O0005423,O0005423-2,SKU00149,1,26.89,26.89,,0.0,26.89
O0005423,O0005423-3,SKU00383,1,37.66,37.66,P0001,11.3,26.36
O0005424,O0005424-1,SKU00140,1,56.17,56.17,,0.0,56.17
O0005425,O0005425-1,SKU00295,1,42.42,42.42,,0.0,42.42
O0005425,O0005425-2,SKU00327,3,44.41,133.23,,0.0,133.23
O0005426,O0005426-1,SKU00331,1,21.15,21.15,,0.0,21.15
O0005427,O0005427-1,SKU00118,1,21.46,21.46,,0.0,21.46
O0005428,O0005428-1,SKU00327,2,44.41,88.82,,0.0,88.82
O0005429,O0005429-1,SKU00227,1,105.48,105.48,,0.0,105.48
O0005429,O0005429-2,SKU00392,1,45.36,45.36,,0.0,45.36
O0005430,O0005430-1,SKU00125,1,30.05,30.05,,0.0,30.05
O0005431,O0005431-1,SKU00357,2,23.0,46.0,,0.0,46.0
O0005431,O0005431-2,SKU00002,2,57.3,114.6,P0001,34.38,80.22
O0005432,O0005432-1,SKU00231,1,34.06,34.06,,0.0,34.06
O0005432,O0005432-2,SKU00258,1,50.85,50.85,,0.0,50.85
O0005432,O0005432-3,SKU00321,1,13.85,13.85,,0.0,13.85
O0005433,O0005433-1,SKU00213,1,45.05,45.05,,0.0,45.05
O0005433,O0005433-2,SKU00372,1,19.15,19.15,,0.0,19.15
O0005433,O0005433-3,SKU00347,1,61.23,61.23,,0.0,61.23
O0005434,O0005434-1,SKU00339,1,36.52,36.52,,0.0,36.52
O0005434,O0005434-2,SKU00045,1,35.31,35.31,,0.0,35.31
O0005435,O0005435-1,SKU00097,1,30.01,30.01,,0.0,30.01
O0005436,O0005436-1,SKU00157,1,70.71,70.71,,0.0,70.71
O0005437,O0005437-1,SKU00200,3,61.25,183.75,,0.0,183.75
O0005438,O0005438-1,SKU00196,3,36.14,108.42,,0.0,108.42
O0005438,O0005438-2,SKU00371,1,48.42,48.42,,0.0,48.42
O0005438,O0005438-3,SKU00334,1,17.99,17.99,,0.0,17.99
O0005439,O0005439-1,SKU00191,1,45.24,45.24,,0.0,45.24
O0005439,O0005439-2,SKU00170,1,29.26,29.26,,0.0,29.26
O0005439,O0005439-3,SKU00103,2,32.28,64.56,,0.0,64.56
O0005439,O0005439-4,SKU00158,1,19.54,19.54,,0.0,19.54
O0005440,O0005440-1,SKU00189,1,53.14,53.14,,0.0,53.14
O0005441,O0005441-1,SKU00102,2,12.21,24.42,,0.0,24.42
O0005441,O0005441-2,SKU00382,1,19.75,19.75,,0.0,19.75
O0005441,O0005441-3,SKU00066,1,52.48,52.48,,0.0,52.48
O0005442,O0005442-1,SKU00395,1,26.26,26.26,,0.0,26.26
O0005442,O0005442-2,SKU00349,1,18.05,18.05,,0.0,18.05
O0005443,O0005443-1,SKU00113,2,49.01,98.02,,0.0,98.02
O0005444,O0005444-1,SKU00223,1,22.77,22.77,,0.0,22.77
O0005445,O0005445-1,SKU00223,1,22.77,22.77,,0.0,22.77
O0005446,O0005446-1,SKU00340,2,30.34,60.68,,0.0,60.68
O0005447,O0005447-1,SKU00279,1,31.74,31.74,,0.0,31.74
O0005447,O0005447-2,SKU00132,3,44.43,133.29,,0.0,133.29
O0005448,O0005448-1,SKU00348,1,64.96,64.96,,0.0,64.96
O0005448,O0005448-2,SKU00190,1,45.12,45.12,,0.0,45.12
O0005448,O0005448-3,SKU00190,1,45.12,45.12,,0.0,45.12
O0005449,O0005449-1,SKU00086,1,72.82,72.82,P0001,21.85,50.97
O0005449,O0005449-2,SKU00296,1,48.03,48.03,,0.0,48.03
O0005449,O0005449-3,SKU00265,1,26.72,26.72,,0.0,26.72
O0005449,O0005449-4,SKU00310,1,44.67,44.67,,0.0,44.67
O0005450,O0005450-1,SKU00111,1,50.04,50.04,,0.0,50.04
O0005450,O0005450-2,SKU00140,1,56.17,56.17,,0.0,56.17
O0005450,O0005450-3,SKU00155,1,44.19,44.19,,0.0,44.19
O0005451,O0005451-1,SKU00099,3,22.33,66.99,,0.0,66.99
O0005451,O0005451-2,SKU00322,1,22.71,22.71,,0.0,22.71
O0005451,O0005451-3,SKU00052,1,57.74,57.74,,0.0,57.74
O0005452,O0005452-1,SKU00192,1,37.74,37.74,,0.0,37.74
O0005452,O0005452-2,SKU00149,1,26.89,26.89,,0.0,26.89
O0005453,O0005453-1,SKU00033,1,24.44,24.44,,0.0,24.44
O0005453,O0005453-2,SKU00368,1,19.96,19.96,,0.0,19.96
O0005454,O0005454-1,SKU00078,1,17.22,17.22,,0.0,17.22
O0005454,O0005454-2,SKU00005,1,8.67,8.67,,0.0,8.67
O0005454,O0005454-3,SKU00255,1,82.33,82.33,,0.0,82.33
O0005455,O0005455-1,SKU00003,3,28.95,86.85,,0.0,86.85
O0005455,O0005455-2,SKU00134,2,31.13,62.26,,0.0,62.26
O0005455,O0005455-3,SKU00287,2,61.4,122.8,,0.0,122.8
O0005456,O0005456-1,SKU00147,1,41.64,41.64,,0.0,41.64
O0005456,O0005456-2,SKU00001,1,32.38,32.38,,0.0,32.38
O0005456,O0005456-3,SKU00195,1,41.24,41.24,P0055,8.25,32.99
O0005457,O0005457-1,SKU00351,1,52.83,52.83,P0001,15.85,36.98
O0005457,O0005457-2,SKU00099,1,22.33,22.33,,0.0,22.33
O0005457,O0005457-3,SKU00389,1,51.94,51.94,,0.0,51.94
O0005458,O0005458-1,SKU00083,1,54.82,54.82,,0.0,54.82
O0005458,O0005458-2,SKU00076,1,31.8,31.8,,0.0,31.8
O0005459,O0005459-1,SKU00304,1,28.55,28.55,,0.0,28.55
O0005460,O0005460-1,SKU00187,1,39.15,39.15,,0.0,39.15
O0005461,O0005461-1,SKU00261,1,86.51,86.51,,0.0,86.51
O0005462,O0005462-1,SKU00187,1,39.15,39.15,P0001,11.74,27.41
O0005463,O0005463-1,SKU00212,1,20.15,20.15,,0.0,20.15
O0005463,O0005463-2,SKU00211,1,88.68,88.68,P0001,26.6,62.08
O0005464,O0005464-1,SKU00265,1,26.72,26.72,P0001,8.02,18.7
O0005465,O0005465-1,SKU00391,1,57.23,57.23,,0.0,57.23
O0005465,O0005465-2,SKU00074,1,76.62,76.62,,0.0,76.62
O0005466,O0005466-1,SKU00255,1,82.33,82.33,,0.0,82.33
O0005467,O0005467-1,SKU00021,1,49.41,49.41,,0.0,49.41
O0005467,O0005467-2,SKU00372,1,19.15,19.15,,0.0,19.15
O0005468,O0005468-1,SKU00203,2,71.32,142.64,,0.0,142.64
O0005468,O0005468-2,SKU00163,1,29.45,29.45,,0.0,29.45
O0005469,O0005469-1,SKU00206,1,31.05,31.05,,0.0,31.05
O0005469,O0005469-2,SKU00267,1,82.59,82.59,,0.0,82.59
O0005470,O0005470-1,SKU00057,1,34.63,34.63,,0.0,34.63
O0005471,O0005471-1,SKU00250,3,32.56,97.68,,0.0,97.68
O0005472,O0005472-1,SKU00113,1,49.01,49.01,,0.0,49.01
O0005472,O0005472-2,SKU00097,1,30.01,30.01,,0.0,30.01
O0005473,O0005473-1,SKU00047,2,79.17,158.34,,0.0,158.34
O0005473,O0005473-2,SKU00057,1,34.63,34.63,,0.0,34.63
O0005474,O0005474-1,SKU00023,3,57.22,171.66,,0.0,171.66
O0005474,O0005474-2,SKU00108,1,19.31,19.31,,0.0,19.31
O0005474,O0005474-3,SKU00012,1,9.88,9.88,,0.0,9.88
O0005474,O0005474-4,SKU00395,2,26.26,52.52,,0.0,52.52
O0005475,O0005475-1,SKU00346,1,102.61,102.61,,0.0,102.61
O0005475,O0005475-2,SKU00286,1,54.7,54.7,,0.0,54.7
O0005476,O0005476-1,SKU00010,1,32.93,32.93,,0.0,32.93
O0005476,O0005476-2,SKU00325,1,27.6,27.6,,0.0,27.6
O0005477,O0005477-1,SKU00400,1,33.96,33.96,,0.0,33.96
O0005477,O0005477-2,SKU00378,1,38.51,38.51,,0.0,38.51
O0005478,O0005478-1,SKU00066,1,52.48,52.48,,0.0,52.48
O0005478,O0005478-2,SKU00188,2,58.74,117.48,,0.0,117.48
O0005479,O0005479-1,SKU00134,1,31.13,31.13,,0.0,31.13
O0005480,O0005480-1,SKU00324,1,70.29,70.29,,0.0,70.29
O0005480,O0005480-2,SKU00190,2,45.12,90.24,,0.0,90.24
O0005480,O0005480-3,SKU00047,1,79.17,79.17,,0.0,79.17
O0005481,O0005481-1,SKU00178,1,55.23,55.23,,0.0,55.23
O0005481,O0005481-2,SKU00004,2,22.35,44.7,,0.0,44.7
O0005481,O0005481-3,SKU00232,1,34.95,34.95,,0.0,34.95
O0005482,O0005482-1,SKU00148,1,39.39,39.39,,0.0,39.39
O0005482,O0005482-2,SKU00108,1,19.31,19.31,,0.0,19.31
O0005483,O0005483-1,SKU00184,2,34.06,68.12,,0.0,68.12
O0005483,O0005483-2,SKU00369,3,42.23,126.69,,0.0,126.69
O0005483,O0005483-3,SKU00122,2,22.77,45.54,P0043,5.0,40.54
O0005484,O0005484-1,SKU00225,1,25.36,25.36,,0.0,25.36
O0005484,O0005484-2,SKU00397,2,66.5,133.0,,0.0,133.0
O0005484,O0005484-3,SKU00005,1,8.67,8.67,,0.0,8.67
O0005485,O0005485-1,SKU00030,2,17.63,35.26,,0.0,35.26
O0005485,O0005485-2,SKU00208,1,15.73,15.73,,0.0,15.73
O0005486,O0005486-1,SKU00224,1,53.56,53.56,,0.0,53.56
O0005486,O0005486-2,SKU00095,2,53.11,106.22,,0.0,106.22
O0005486,O0005486-3,SKU00053,1,49.62,49.62,P0043,5.0,44.62
O0005487,O0005487-1,SKU00226,2,84.67,169.34,,0.0,169.34
O0005487,O0005487-2,SKU00061,1,23.77,23.77,,0.0,23.77
O0005487,O0005487-3,SKU00346,1,102.61,102.61,,0.0,102.61
O0005487,O0005487-4,SKU00378,1,38.51,38.51,,0.0,38.51
O0005488,O0005488-1,SKU00379,1,36.36,36.36,,0.0,36.36
O0005489,O0005489-1,SKU00229,1,74.74,74.74,,0.0,74.74
O0005489,O0005489-2,SKU00225,1,25.36,25.36,P0043,5.0,20.36
O0005490,O0005490-1,SKU00141,1,78.13,78.13,,0.0,78.13
O0005490,O0005490-2,SKU00080,1,45.12,45.12,,0.0,45.12
O0005490,O0005490-3,SKU00388,3,37.93,113.79,,0.0,113.79
O0005490,O0005490-4,SKU00310,1,44.67,44.67,P0043,5.0,39.67
O0005491,O0005491-1,SKU00269,2,28.75,57.5,,0.0,57.5
O0005491,O0005491-2,SKU00179,1,14.26,14.26,P0043,5.0,9.26
O0005492,O0005492-1,SKU00037,1,30.33,30.33,,0.0,30.33
O0005493,O0005493-1,SKU00303,1,66.84,66.84,,0.0,66.84
O0005493,O0005493-2,SKU00074,1,76.62,76.62,,0.0,76.62
O0005493,O0005493-3,SKU00258,1,50.85,50.85,,0.0,50.85
O0005494,O0005494-1,SKU00255,1,82.33,82.33,,0.0,82.33
O0005495,O0005495-1,SKU00015,1,66.48,66.48,,0.0,66.48
O0005495,O0005495-2,SKU00397,2,66.5,133.0,,0.0,133.0
O0005496,O0005496-1,SKU00386,1,42.93,42.93,,0.0,42.93
O0005496,O0005496-2,SKU00139,2,52.17,104.34,,0.0,104.34
O0005496,O0005496-3,SKU00208,1,15.73,15.73,P0043,5.0,10.73
O0005497,O0005497-1,SKU00233,2,21.18,42.36,,0.0,42.36
O0005497,O0005497-2,SKU00168,1,26.49,26.49,,0.0,26.49
O0005497,O0005497-3,SKU00212,1,20.15,20.15,,0.0,20.15
O0005498,O0005498-1,SKU00294,1,47.23,47.23,,0.0,47.23
O0005498,O0005498-2,SKU00232,1,34.95,34.95,,0.0,34.95
O0005499,O0005499-1,SKU00218,1,16.49,16.49,,0.0,16.49
O0005500,O0005500-1,SKU00349,1,18.05,18.05,,0.0,18.05
O0005500,O0005500-2,SKU00344,3,9.99,29.97,,0.0,29.97
O0005501,O0005501-1,SKU00026,1,45.44,45.44,,0.0,45.44
O0005502,O0005502-1,SKU00089,1,49.77,49.77,,0.0,49.77
O0005502,O0005502-2,SKU00332,1,104.52,104.52,,0.0,104.52
O0005502,O0005502-3,SKU00143,1,18.48,18.48,P0043,5.0,13.48
O0005503,O0005503-1,SKU00158,1,19.54,19.54,,0.0,19.54
O0005504,O0005504-1,SKU00307,1,36.83,36.83,,0.0,36.83
O0005504,O0005504-2,SKU00318,1,30.41,30.41,,0.0,30.41
O0005505,O0005505-1,SKU00224,1,53.56,53.56,,0.0,53.56
O0005505,O0005505-2,SKU00365,2,26.67,53.34,,0.0,53.34
O0005506,O0005506-1,SKU00190,2,45.12,90.24,,0.0,90.24
O0005507,O0005507-1,SKU00033,1,24.44,24.44,P0043,5.0,19.44
O0005507,O0005507-2,SKU00333,2,45.51,91.02,,0.0,91.02
O0005508,O0005508-1,SKU00164,1,38.71,38.71,,0.0,38.71
O0005508,O0005508-2,SKU00294,1,47.23,47.23,,0.0,47.23
O0005509,O0005509-1,SKU00211,1,88.68,88.68,P0043,5.0,83.68
O0005510,O0005510-1,SKU00051,2,57.83,115.66,,0.0,115.66
O0005511,O0005511-1,SKU00094,1,56.4,56.4,,0.0,56.4
O0005511,O0005511-2,SKU00043,1,50.54,50.54,,0.0,50.54
O0005512,O0005512-1,SKU00114,1,29.46,29.46,P0043,5.0,24.46
O0005512,O0005512-2,SKU00079,1,43.31,43.31,,0.0,43.31
O0005513,O0005513-1,SKU00313,1,49.13,49.13,P0055,9.83,39.3
O0005514,O0005514-1,SKU00267,1,82.59,82.59,,0.0,82.59
O0005514,O0005514-2,SKU00292,1,51.63,51.63,,0.0,51.63
O0005514,O0005514-3,SKU00085,1,51.96,51.96,,0.0,51.96
O0005514,O0005514-4,SKU00379,1,36.36,36.36,,0.0,36.36
O0005515,O0005515-1,SKU00163,1,29.45,29.45,,0.0,29.45
O0005516,O0005516-1,SKU00036,1,42.54,42.54,,0.0,42.54
O0005517,O0005517-1,SKU00049,1,49.27,49.27,,0.0,49.27
O0005517,O0005517-2,SKU00069,1,19.77,19.77,,0.0,19.77
O0005517,O0005517-3,SKU00200,1,61.25,61.25,,0.0,61.25
O0005518,O0005518-1,SKU00074,1,76.62,76.62,,0.0,76.62
O0005518,O0005518-2,SKU00399,1,38.17,38.17,,0.0,38.17
O0005519,O0005519-1,SKU00395,1,26.26,26.26,,0.0,26.26
O0005519,O0005519-2,SKU00162,3,65.18,195.54,,0.0,195.54
O0005519,O0005519-3,SKU00356,2,12.98,25.96,,0.0,25.96
O0005520,O0005520-1,SKU00045,1,35.31,35.31,,0.0,35.31
O0005520,O0005520-2,SKU00139,1,52.17,52.17,,0.0,52.17
O0005521,O0005521-1,SKU00108,1,19.31,19.31,,0.0,19.31
O0005521,O0005521-2,SKU00177,1,41.83,41.83,,0.0,41.83
O0005521,O0005521-3,SKU00155,1,44.19,44.19,,0.0,44.19
O0005522,O0005522-1,SKU00248,1,48.06,48.06,,0.0,48.06
O0005522,O0005522-2,SKU00383,1,37.66,37.66,,0.0,37.66
O0005523,O0005523-1,SKU00397,2,66.5,133.0,,0.0,133.0
O0005523,O0005523-2,SKU00289,1,47.79,47.79,,0.0,47.79
O0005523,O0005523-3,SKU00358,1,36.52,36.52,,0.0,36.52
O0005523,O0005523-4,SKU00158,1,19.54,19.54,P0043,5.0,14.54
O0005524,O0005524-1,SKU00208,1,15.73,15.73,,0.0,15.73
O0005524,O0005524-2,SKU00358,1,36.52,36.52,,0.0,36.52
O0005524,O0005524-3,SKU00056,2,38.71,77.42,P0043,5.0,72.42
O0005525,O0005525-1,SKU00087,1,22.83,22.83,,0.0,22.83
O0005526,O0005526-1,SKU00232,1,34.95,34.95,,0.0,34.95
O0005527,O0005527-1,SKU00146,1,60.33,60.33,,0.0,60.33
O0005527,O0005527-2,SKU00024,1,39.92,39.92,,0.0,39.92
O0005527,O0005527-3,SKU00129,1,38.65,38.65,,0.0,38.65
O0005527,O0005527-4,SKU00392,1,45.36,45.36,,0.0,45.36
O0005528,O0005528-1,SKU00008,1,26.23,26.23,,0.0,26.23
O0005528,O0005528-2,SKU00218,2,16.49,32.98,,0.0,32.98
O0005529,O0005529-1,SKU00191,1,45.24,45.24,,0.0,45.24
O0005529,O0005529-2,SKU00381,1,81.55,81.55,,0.0,81.55
O0005530,O0005530-1,SKU00152,1,57.95,57.95,,0.0,57.95
O0005530,O0005530-2,SKU00190,1,45.12,45.12,,0.0,45.12
O0005530,O0005530-3,SKU00103,1,32.28,32.28,,0.0,32.28
O0005530,O0005530-4,SKU00336,1,54.95,54.95,,0.0,54.95
O0005531,O0005531-1,SKU00149,1,26.89,26.89,,0.0,26.89
O0005531,O0005531-2,SKU00335,1,18.97,18.97,,0.0,18.97
O0005532,O0005532-1,SKU00022,1,28.83,28.83,,0.0,28.83
O0005533,O0005533-1,SKU00150,1,41.46,41.46,,0.0,41.46
O0005533,O0005533-2,SKU00222,1,30.96,30.96,,0.0,30.96
O0005534,O0005534-1,SKU00151,1,20.05,20.05,,0.0,20.05
O0005534,O0005534-2,SKU00024,1,39.92,39.92,,0.0,39.92
O0005535,O0005535-1,SKU00357,1,23.0,23.0,P0043,5.0,18.0
O0005535,O0005535-2,SKU00230,1,49.13,49.13,,0.0,49.13
O0005535,O0005535-3,SKU00029,1,36.29,36.29,,0.0,36.29
O0005535,O0005535-4,SKU00395,3,26.26,78.78,,0.0,78.78
O0005536,O0005536-1,SKU00196,2,36.14,72.28,,0.0,72.28
O0005536,O0005536-2,SKU00104,1,73.97,73.97,,0.0,73.97
O0005537,O0005537-1,SKU00308,1,57.22,57.22,,0.0,57.22
O0005537,O0005537-2,SKU00262,1,10.7,10.7,,0.0,10.7
