customer_id,segment,loyalty_tier,created_ts
C001106,Professional,Bronze,2021-03-10 00:00:00
C001107,Casual,None,2020-08-16 00:00:00
C001108,Value,Silver,2023-01-20 00:00:00
C001109,Professional,Platinum,2024-09-19 00:00:00
C001110,Professional,Silver,2022-08-30 00:00:00
C001111,Enthusiast,Silver,2021-01-09 00:00:00
C001112,Enthusiast,None,2020-05-17 00:00:00
C001113,Casual,Bronze,2022-05-31 00:00:00
C001114,Professional,Silver,2024-02-19 00:00:00
C001115,Professional,Bronze,2024-05-26 00:00:00
C001116,Enthusiast,None,2024-09-20 00:00:00
C001117,Casual,Gold,2021-01-01 00:00:00
C001118,Value,Silver,2023-02-05 00:00:00
C001119,Value,None,2022-09-30 00:00:00
C001120,Value,Platinum,2022-11-15 00:00:00
C001121,Casual,Silver,2021-04-14 00:00:00
C001122,Professional,None,2021-07-27 00:00:00
C001123,Value,Gold,2020-04-05 00:00:00
C001124,Professional,None,2023-06-25 00:00:00
C001125,Professional,Platinum,2022-03-06 00:00:00
C001126,Enthusiast,Bronze,2022-05-08 00:00:00
C001127,Enthusiast,Gold,2023-06-02 00:00:00
C001128,Casual,Silver,2021-08-19 00:00:00
C001129,Professional,Silver,2022-02-02 00:00:00
C001130,Casual,Silver,2021-01-20 00:00:00
C001131,Professional,Bronze,2024-08-09 00:00:00
C001132,Enthusiast,Bronze,2023-02-22 00:00:00
C001133,Casual,Gold,2022-12-06 00:00:00
C001134,Value,Bronze,2024-06-13 00:00:00
C001135,Enthusiast,Bronze,2022-10-22 00:00:00
C001136,Professional,None,2023-09-23 00:00:00
C001137,Professional,None,2024-05-16 00:00:00
C001138,Enthusiast,Silver,2020-02-12 00:00:00
C001139,Enthusiast,Bronze,2023-07-25 00:00:00
C001140,Professional,Silver,2021-06-20 00:00:00
C001141,Value,None,2020-01-23 00:00:00
C001142,Enthusiast,Bronze,2022-02-09 00:00:00
C001143,Professional,Silver,2021-12-03 00:00:00
C001144,Professional,Bronze,2021-03-30 00:00:00
C001145,Enthusiast,Silver,2021-06-27 00:00:00
C001146,Enthusiast,Bronze,2023-04-04 00:00:00
C001147,Professional,Bronze,2024-01-28 00:00:00
C001148,Professional,Bronze,2023-07-28 00:00:00
C001149,Professional,Bronze,2022-01-10 00:00:00
C001150,Value,Silver,2021-03-09 00:00:00
C001151,Casual,Bronze,2022-08-28 00:00:00
C001152,Casual,None,2023-04-25 00:00:00
C001153,Casual,Gold,2022-08-05 00:00:00
C001154,Enthusiast,Gold,2024-04-14 00:00:00
C001155,Value,Gold,2022-03-15 00:00:00
C001156,Casual,Silver,2020-12-10 00:00:00
C001157,Casual,Gold,2024-07-26 00:00:00
C001158,Enthusiast,None,2021-05-15 00:00:00
C001159,Casual,Bronze,2020-10-26 00:00:00
C001160,Professional,Bronze,2021-12-10 00:00:00
C001161,Value,Bronze,2020-10-23 00:00:00
C001162,Casual,Silver,2023-09-13 00:00:00
C001163,Value,Bronze,2024-04-28 00:00:00
C001164,Enthusiast,Bronze,2022-03-01 00:00:00
C001165,Casual,Bronze,2020-01-11 00:00:00
C001166,Professional,Bronze,2024-04-10 00:00:00
C001167,Value,None,2024-06-03 00:00:00
C001168,Professional,None,2021-07-08 00:00:00
C001169,Casual,None,2023-10-29 00:00:00
C001170,Value,None,2022-04-23 00:00:00
C001171,Enthusiast,Bronze,2022-02-23 00:00:00
C001172,Casual,None,2021-12-24 00:00:00
C001173,Enthusiast,Silver,2020-09-11 00:00:00
C001174,Casual,Bronze,2023-09-04 00:00:00
C001175,Professional,Bronze,2024-10-07 00:00:00
C001176,Value,None,2021-08-01 00:00:00
C001177,Casual,Gold,2023-07-29 00:00:00
C001178,Casual,None,2020-07-04 00:00:00
C001179,Casual,None,2021-07-29 00:00:00
C001180,Enthusiast,Silver,2021-03-02 00:00:00
C001181,Professional,Bronze,2023-12-06 00:00:00
C001182,Professional,Silver,2020-05-20 00:00:00
C001183,Value,Bronze,2022-09-02 00:00:00
C001184,Value,Silver,2020-05-30 00:00:00
C001185,Professional,Silver,2021-01-15 00:00:00
C001186,Value,None,2022-07-14 00:00:00
C001187,Casual,Gold,2021-02-21 00:00:00
C001188,Casual,Bronze,2022-07-13 00:00:00
C001189,Value,Silver,2020-05-03 00:00:00
C001190,Enthusiast,None,2021-11-03 00:00:00
C001191,Enthusiast,Bronze,2021-01-13 00:00:00
C001192,Professional,None,2021-06-17 00:00:00
C001193,Casual,Bronze,2021-09-30 00:00:00
C001194,Professional,None,2022-03-06 00:00:00
C001195,Professional,Silver,2024-12-12 00:00:00
C001196,Enthusiast,Silver,2021-10-20 00:00:00
C001197,Enthusiast,None,2023-11-16 00:00:00
C001198,Enthusiast,Silver,2020-07-03 00:00:00
C001199,Value,Silver,2024-06-29 00:00:00
C001200,Casual,Silver,2024-08-09 00:00:00
C001201,Enthusiast,Bronze,2024-10-29 00:00:00
C001202,Value,Bronze,2021-10-12 00:00:00
C001203,Enthusiast,Gold,2024-02-13 00:00:00
C001204,Casual,None,2021-10-22 00:00:00
C001205,Professional,Silver,2024-04-23 00:00:00
C001206,Professional,Bronze,2021-11-16 00:00:00
C001207,Enthusiast,Bronze,2023-01-17 00:00:00
C001208,Casual,Bronze,2022-11-28 00:00:00
C001209,Enthusiast,Silver,2020-07-07 00:00:00
C001210,Professional,Gold,2023-07-17 00:00:00
C001211,Professional,None,2023-02-19 00:00:00
C001212,Enthusiast,None,2021-01-10 00:00:00
C001213,Casual,Bronze,2023-06-28 00:00:00
C001214,Value,Silver,2020-12-18 00:00:00
C001215,Value,Gold,2022-05-10 00:00:00
C001216,Enthusiast,Bronze,2023-12-23 00:00:00
C001217,Casual,Silver,2024-05-16 00:00:00
C001218,Professional,Silver,2022-05-17 00:00:00
C001219,Casual,Bronze,2024-06-07 00:00:00
C001220,Professional,None,2021-06-18 00:00:00
C001221,Value,None,2020-10-25 00:00:00
C001222,Value,Bronze,2022-10-29 00:00:00
C001223,Casual,Silver,2024-03-15 00:00:00
C001224,Value,Bronze,2020-05-28 00:00:00
C001225,Value,None,2020-06-19 00:00:00
C001226,Value,None,2021-06-14 00:00:00
C001227,Professional,Bronze,2024-02-11 00:00:00
C001228,Professional,Bronze,2021-07-21 00:00:00
C001229,Enthusiast,Gold,2020-11-19 00:00:00
C001230,Casual,Silver,2022-03-22 00:00:00
C001231,Value,Bronze,2022-05-29 00:00:00
C001232,Casual,Silver,2020-11-23 00:00:00
C001233,Value,Silver,2020-10-01 00:00:00
C001234,Value,Bronze,2020-04-20 00:00:00
C001235,Enthusiast,Bronze,2023-10-06 00:00:00
C001236,Value,None,2024-04-11 00:00:00
C001237,Casual,Gold,2020-08-14 00:00:00
C001238,Enthusiast,Bronze,2021-05-02 00:00:00
C001239,Professional,None,2022-11-12 00:00:00
C001240,Casual,Silver,2022-12-21 00:00:00
C001241,Professional,Bronze,2021-11-04 00:00:00
C001242,Professional,Bronze,2021-03-27 00:00:00
C001243,Enthusiast,Bronze,2024-07-17 00:00:00
C001244,Enthusiast,Bronze,2021-01-19 00:00:00
C001245,Professional,Bronze,2020-10-06 00:00:00
C001246,Casual,Silver,2020-03-16 00:00:00
C001247,Professional,Bronze,2020-04-02 00:00:00
C001248,Value,None,2024-06-18 00:00:00
C001249,Casual,Silver,2022-03-23 00:00:00
C001250,Enthusiast,Silver,2021-06-16 00:00:00
C001251,Value,None,2023-04-05 00:00:00
C001252,Enthusiast,Bronze,2022-02-22 00:00:00
C001253,Value,Gold,2023-11-12 00:00:00
C001254,Casual,Silver,2022-12-11 00:00:00
C001255,Value,Bronze,2023-11-06 00:00:00
C001256,Enthusiast,Silver,2022-06-19 00:00:00
C001257,Value,Bronze,2022-02-16 00:00:00
C001258,Casual,Platinum,2021-02-09 00:00:00
C001259,Professional,Bronze,2023-11-03 00:00:00
C001260,Professional,Silver,2021-11-25 00:00:00
C001261,Value,Bronze,2024-05-25 00:00:00
C001262,Casual,Bronze,2020-05-13 00:00:00
C001263,Enthusiast,Silver,2023-11-06 00:00:00
C001264,Casual,Platinum,2021-06-26 00:00:00
C001265,Enthusiast,Bronze,2024-06-03 00:00:00
C001266,Value,Gold,2021-01-13 00:00:00
C001267,Value,Gold,2021-12-16 00:00:00
C001268,Enthusiast,None,2022-05-20 00:00:00
C001269,Professional,None,2024-07-28 00:00:00
C001270,Casual,Bronze,2022-03-09 00:00:00
C001271,Professional,None,2023-01-31 00:00:00
C001272,Enthusiast,None,2021-12-29 00:00:00
C001273,Professional,None,2020-04-17 00:00:00
C001274,Professional,Silver,2021-10-17 00:00:00
C001275,Professional,Silver,2023-05-03 00:00:00
C001276,Value,Silver,2023-07-09 00:00:00
C001277,Enthusiast,None,2020-03-03 00:00:00
C001278,Enthusiast,Silver,2024-12-19 00:00:00
C001279,Value,None,2021-09-13 00:00:00
C001280,Professional,Silver,2024-06-19 00:00:00
C001281,Value,None,2022-09-01 00:00:00
C001282,Casual,None,2024-05-13 00:00:00
C001283,Professional,Bronze,2023-02-28 00:00:00
C001284,Value,Bronze,2021-07-22 00:00:00
C001285,Enthusiast,None,2022-08-14 00:00:00
C001286,Value,Bronze,2021-06-03 00:00:00
C001287,Casual,None,2020-02-13 00:00:00
C001288,Enthusiast,None,2023-09-09 00:00:00
C001289,Value,Bronze,2024-03-22 00:00:00
C001290,Value,Gold,2023-04-30 00:00:00
C001291,Professional,Silver,2024-04-05 00:00:00
C001292,Professional,Gold,2024-12-10 00:00:00
C001293,Professional,None,2020-09-16 00:00:00
C001294,Professional,None,2024-11-10 00:00:00
C001295,Enthusiast,Bronze,2021-05-08 00:00:00
C001296,Professional,Silver,2020-07-27 00:00:00
C001297,Casual,Gold,2022-06-16 00:00:00
C001298,Professional,None,2020-06-04 00:00:00
C001299,Professional,None,2023-03-16 00:00:00
C001300,Casual,Silver,2022-01-09 00:00:00
C001301,Value,Gold,2021-06-26 00:00:00
C001302,Enthusiast,None,2020-07-02 00:00:00
C001303,Value,Bronze,2020-06-21 00:00:00
C001304,Professional,None,2020-10-10 00:00:00
C001305,Enthusiast,Gold,2024-12-16 00:00:00
C001306,Enthusiast,Bronze,2023-06-27 00:00:00
C001307,Value,None,2022-07-03 00:00:00
C001308,Casual,Silver,2020-10-19 00:00:00
C001309,Professional,Silver,2023-02-21 00:00:00
C001310,Casual,Silver,2024-09-01 00:00:00
C001311,Value,Bronze,2024-05-10 00:00:00
C001312,Value,None,2022-10-04 00:00:00
C001313,Enthusiast,Silver,2021-01-10 00:00:00
C001314,Enthusiast,None,2020-02-17 00:00:00
C001315,Value,Silver,2024-09-20 00:00:00
C001316,Professional,None,2024-04-13 00:00:00
C001317,Value,Silver,2021-03-21 00:00:00
C001318,Value,None,2022-05-20 00:00:00
C001319,Enthusiast,Bronze,2020-12-27 00:00:00
C001320,Casual,Silver,2021-06-28 00:00:00
C001321,Casual,Bronze,2022-04-26 00:00:00
C001322,Casual,Silver,2021-07-13 00:00:00
C001323,Value,Silver,2021-08-14 00:00:00
C001324,Professional,Gold,2021-12-15 00:00:00
C001325,Enthusiast,Platinum,2023-12-19 00:00:00
C001326,Value,Silver,2021-07-15 00:00:00
C001327,Value,Bronze,2021-09-05 00:00:00
C001328,Value,Gold,2022-01-23 00:00:00
C001329,Professional,Bronze,2023-02-28 00:00:00
C001330,Casual,None,2020-05-17 00:00:00
C001331,Casual,Silver,2020-12-14 00:00:00
C001332,Professional,Bronze,2021-11-03 00:00:00
C001333,Enthusiast,None,2020-08-27 00:00:00
C001334,Enthusiast,Bronze,2020-01-07 00:00:00
C001335,Enthusiast,Bronze,2020-10-25 00:00:00
C001336,Professional,None,2022-02-12 00:00:00
C001337,Casual,Silver,2021-08-25 00:00:00
C001338,Professional,Gold,2022-02-21 00:00:00
C001339,Enthusiast,Bronze,2022-01-21 00:00:00
C001340,Casual,Bronze,2023-10-04 00:00:00
C001341,Casual,Bronze,2023-05-04 00:00:00
C001342,Professional,None,2023-05-18 00:00:00
C001343,Enthusiast,Bronze,2020-02-06 00:00:00
C001344,Value,Silver,2020-07-05 00:00:00
C001345,Professional,Bronze,2023-02-05 00:00:00
C001346,Casual,Silver,2024-09-20 00:00:00
C001347,Value,Platinum,2022-04-19 00:00:00
C001348,Enthusiast,Silver,2023-09-06 00:00:00
C001349,Professional,Bronze,2020-09-21 00:00:00
C001350,Professional,None,2023-12-30 00:00:00
C001351,Professional,None,2020-07-04 00:00:00
C001352,Value,Gold,2021-05-01 00:00:00
C001353,Professional,None,2020-10-27 00:00:00
C001354,Casual,Gold,2024-06-24 00:00:00
C001355,Professional,None,2020-12-15 00:00:00
C001356,Casual,Bronze,2023-09-17 00:00:00
C001357,Value,Bronze,2023-03-09 00:00:00
C001358,Professional,Bronze,2024-07-17 00:00:00
C001359,Casual,Silver,2024-02-15 00:00:00
C001360,Professional,Silver,2021-07-29 00:00:00
C001361,Value,Bronze,2020-04-04 00:00:00
C001362,Casual,None,2022-07-10 00:00:00
C001363,Value,Bronze,2020-09-27 00:00:00
C001364,Value,Bronze,2024-01-05 00:00:00
C001365,Professional,None,2021-07-14 00:00:00
C001366,Value,Bronze,2024-06-12 00:00:00
C001367,Casual,Silver,2022-01-19 00:00:00
C001368,Enthusiast,Silver,2024-11-23 00:00:00
C001369,Professional,Gold,2024-07-11 00:00:00
C001370,Value,Gold,2021-05-03 00:00:00
C001371,Professional,Gold,2024-02-01 00:00:00
C001372,Enthusiast,Gold,2021-11-23 00:00:00
C001373,Enthusiast,Silver,2023-08-24 00:00:00
C001374,Casual,None,2023-07-26 00:00:00
C001375,Enthusiast,None,2024-06-25 00:00:00
C001376,Value,Silver,2023-10-02 00:00:00
C001377,Casual,Platinum,2020-05-20 00:00:00
C001378,Casual,Silver,2023-02-14 00:00:00
C001379,Professional,Bronze,2024-04-10 00:00:00
C001380,Value,None,2024-06-21 00:00:00
C001381,Professional,Silver,2024-10-09 00:00:00
C001382,Value,Bronze,2024-08-30 00:00:00
C001383,Professional,None,2020-09-21 00:00:00
C001384,Value,Gold,2022-04-08 00:00:00
C001385,Casual,Silver,2023-11-25 00:00:00
C001386,Professional,Silver,2022-09-19 00:00:00
C001387,Professional,None,2020-06-09 00:00:00
C001388,Casual,Bronze,2023-08-20 00:00:00
C001389,Casual,Platinum,2024-08-16 00:00:00
C001390,Casual,Bronze,2023-05-05 00:00:00
C001391,Casual,Bronze,2022-06-24 00:00:00
C001392,Professional,Bronze,2022-09-27 00:00:00
C001393,Casual,Bronze,2023-05-18 00:00:00
C001394,Professional,None,2023-08-13 00:00:00
C001395,Enthusiast,Bronze,2023-09-18 00:00:00
C001396,Value,None,2023-06-28 00:00:00
C001397,Professional,Gold,2021-07-26 00:00:00
C001398,Enthusiast,Silver,2022-06-18 00:00:00
C001399,Enthusiast,Silver,2022-11-13 00:00:00
C001400,Value,None,2020-07-01 00:00:00
C001401,Professional,Gold,2022-09-08 00:00:00
C001402,Enthusiast,Platinum,2021-06-04 00:00:00
C001403,Enthusiast,Bronze,2024-07-29 00:00:00
C001404,Enthusiast,Gold,2021-12-04 00:00:00
C001405,Value,Silver,2023-09-11 00:00:00
C001406,Casual,Silver,2023-04-29 00:00:00
C001407,Professional,None,2023-05-13 00:00:00
C001408,Professional,Silver,2021-12-29 00:00:00
C001409,Value,Silver,2023-09-30 00:00:00
C001410,Enthusiast,Bronze,2023-01-23 00:00:00
C001411,Casual,None,2020-03-05 00:00:00
C001412,Casual,Bronze,2023-04-30 00:00:00
C001413,Professional,Bronze,2020-11-25 00:00:00
C001414,Enthusiast,None,2020-01-17 00:00:00
C001415,Value,Bronze,2021-06-15 00:00:00
C001416,Enthusiast,Bronze,2022-07-22 00:00:00
C001417,Enthusiast,None,2021-09-14 00:00:00
C001418,Professional,None,2020-04-09 00:00:00
C001419,Value,Gold,2020-03-13 00:00:00
C001420,Professional,Silver,2021-12-16 00:00:00
C001421,Enthusiast,Silver,2022-02-25 00:00:00
C001422,Enthusiast,None,2024-12-10 00:00:00
C001423,Enthusiast,Silver,2022-10-11 00:00:00
C001424,Value,Platinum,2022-06-06 00:00:00
C001425,Casual,Silver,2020-08-08 00:00:00
C001426,Professional,Silver,2020-05-30 00:00:00
C001427,Professional,Bronze,2024-04-29 00:00:00
C001428,Enthusiast,Platinum,2021-09-02 00:00:00
C001429,Value,None,2024-10-10 00:00:00
C001430,Enthusiast,None,2023-10-14 00:00:00
C001431,Casual,Bronze,2024-05-31 00:00:00
C001432,Enthusiast,Bronze,2022-03-07 00:00:00
C001433,Value,Bronze,2021-04-15 00:00:00
C001434,Casual,None,2020-08-09 00:00:00
C001435,Casual,Silver,2023-04-07 00:00:00
C001436,Casual,Gold,2021-05-05 00:00:00
C001437,Enthusiast,None,2020-03-17 00:00:00
C001438,Casual,Silver,2024-01-08 00:00:00
C001439,Casual,Bronze,2020-08-03 00:00:00
C001440,Value,Gold,2023-06-04 00:00:00
C001441,Enthusiast,None,2022-04-08 00:00:00
C001442,Casual,Bronze,2021-05-16 00:00:00
C001443,Value,Silver,2021-11-27 00:00:00
C001444,Value,Bronze,2024-11-11 00:00:00
C001445,Casual,Bronze,2024-02-09 00:00:00
C001446,Professional,None,2022-05-28 00:00:00
C001447,Casual,Bronze,2023-09-15 00:00:00
C001448,Casual,None,2021-12-08 00:00:00
C001449,Casual,Bronze,2022-05-08 00:00:00
C001450,Professional,None,2021-08-13 00:00:00
C001451,Value,Bronze,2023-11-16 00:00:00
C001452,Enthusiast,Silver,2021-02-03 00:00:00
C001453,Enthusiast,None,2020-07-24 00:00:00
C001454,Professional,Silver,2023-09-22 00:00:00
C001455,Casual,None,2024-11-18 00:00:00
C001456,Enthusiast,None,2023-09-21 00:00:00
C001457,Professional,None,2021-09-14 00:00:00
C001458,Professional,None,2021-12-12 00:00:00
C001459,Enthusiast,None,2024-08-15 00:00:00
C001460,Value,Bronze,2021-11-18 00:00:00
C001461,Value,Bronze,2021-11-02 00:00:00
C001462,Enthusiast,Bronze,2022-06-27 00:00:00
C001463,Casual,Bronze,2023-12-13 00:00:00
C001464,Professional,None,2024-01-20 00:00:00
C001465,Professional,None,2021-09-15 00:00:00
C001466,Casual,None,2020-03-16 00:00:00
C001467,Professional,None,2023-06-28 00:00:00
C001468,Professional,Gold,2021-12-06 00:00:00
C001469,Professional,None,2023-10-17 00:00:00
C001470,Value,Bronze,2024-09-28 00:00:00
C001471,Enthusiast,Silver,2023-03-08 00:00:00
C001472,Value,Bronze,2024-07-09 00:00:00
C001473,Casual,Silver,2021-10-26 00:00:00
C001474,Value,Bronze,2021-07-03 00:00:00
C001475,Value,Gold,2022-11-29 00:00:00
C001476,Value,Silver,2021-10-26 00:00:00
C001477,Enthusiast,Bronze,2023-08-17 00:00:00
C001478,Value,Bronze,2021-02-24 00:00:00
C001479,Professional,None,2022-09-20 00:00:00
C001480,Casual,None,2021-01-11 00:00:00
C001481,Professional,None,2024-10-12 00:00:00
C001482,Value,Gold,2023-05-31 00:00:00
C001483,Value,Bronze,2021-07-12 00:00:00
C001484,Casual,Bronze,2022-07-07 00:00:00
C001485,Professional,Bronze,2024-09-07 00:00:00
C001486,Enthusiast,Silver,2024-06-22 00:00:00
C001487,Value,Bronze,2023-02-17 00:00:00
C001488,Casual,Bronze,2023-01-29 00:00:00
C001489,Professional,Bronze,2024-05-25 00:00:00
C001490,Professional,Gold,2022-11-01 00:00:00
C001491,Professional,Platinum,2021-09-09 00:00:00
C001492,Professional,Bronze,2021-04-20 00:00:00
C001493,Enthusiast,Silver,2020-05-15 00:00:00
C001494,Enthusiast,None,2022-08-01 00:00:00
C001495,Value,Bronze,2022-07-25 00:00:00
C001496,Value,Silver,2022-11-08 00:00:00
C001497,Professional,None,2024-07-19 00:00:00
C001498,Casual,None,2023-07-11 00:00:00
C001499,Professional,Silver,2023-01-16 00:00:00
C001500,Casual,Bronze,2021-05-04 00:00:00
C001501,Casual,Silver,2022-11-26 00:00:00
C001502,Professional,Silver,2024-09-21 00:00:00
C001503,Professional,Gold,2024-07-03 00:00:00
C001504,Professional,Bronze,2021-05-06 00:00:00
C001505,Enthusiast,None,2021-05-12 00:00:00
C001506,Casual,Bronze,2021-03-26 00:00:00
C001507,Enthusiast,None,2021-10-21 00:00:00
C001508,Enthusiast,Silver,2021-02-19 00:00:00
C001509,Casual,Bronze,2020-06-19 00:00:00
C001510,Value,Silver,2023-01-01 00:00:00
C001511,Professional,Bronze,2023-12-19 00:00:00
C001512,Professional,Bronze,2024-06-20 00:00:00
C001513,Professional,Platinum,2021-08-31 00:00:00
C001514,Casual,Bronze,2022-02-13 00:00:00
C001515,Professional,Silver,2022-11-09 00:00:00
C001516,Value,Bronze,2022-08-10 00:00:00
C001517,Enthusiast,Platinum,2024-04-17 00:00:00
C001518,Professional,None,2022-09-19 00:00:00
C001519,Professional,Silver,2021-05-05 00:00:00
C001520,Casual,Platinum,2024-10-06 00:00:00
C001521,Casual,None,2024-10-03 00:00:00
C001522,Value,Bronze,2024-12-02 00:00:00
C001523,Value,Silver,2020-11-13 00:00:00
C001524,Casual,None,2023-06-29 00:00:00
C001525,Casual,None,2024-12-07 00:00:00
C001526,Casual,Silver,2024-05-09 00:00:00
C001527,Enthusiast,Bronze,2020-12-27 00:00:00
C001528,Enthusiast,Gold,2021-09-21 00:00:00
C001529,Value,Platinum,2022-03-27 00:00:00
C001530,Casual,Silver,2024-03-18 00:00:00
C001531,Enthusiast,Silver,2024-12-08 00:00:00
C001532,Enthusiast,Bronze,2020-12-15 00:00:00
C001533,Value,None,2020-08-17 00:00:00
C001534,Enthusiast,Bronze,2020-11-17 00:00:00
C001535,Casual,None,2020-06-13 00:00:00
C001536,Professional,Silver,2020-08-12 00:00:00
C001537,Casual,Gold,2024-09-13 00:00:00
C001538,Casual,Platinum,2021-08-29 00:00:00
C001539,Enthusiast,None,2024-10-30 00:00:00
C001540,Casual,None,2020-04-06 00:00:00
C001541,Enthusiast,None,2021-07-25 00:00:00
C001542,Casual,Bronze,2020-02-19 00:00:00
C001543,Value,Bronze,2022-09-02 00:00:00
C001544,Professional,None,2021-03-27 00:00:00
C001545,Value,Bronze,2021-08-06 00:00:00
C001546,Casual,Bronze,2024-11-17 00:00:00
C001547,Casual,Bronze,2023-05-08 00:00:00
C001548,Casual,Gold,2023-07-20 00:00:00
C001549,Casual,Bronze,2023-01-04 00:00:00
C001550,Professional,Gold,2021-12-27 00:00:00
C001551,Value,Bronze,2023-11-04 00:00:00
C001552,Casual,Silver,2021-10-16 00:00:00
C001553,Value,Bronze,2023-03-23 00:00:00
C001554,Enthusiast,None,2024-10-28 00:00:00
C001555,Value,Gold,2022-01-27 00:00:00
C001556,Value,None,2021-03-11 00:00:00
C001557,Value,None,2022-09-13 00:00:00
C001558,Value,None,2020-09-12 00:00:00
C001559,Enthusiast,Silver,2021-03-28 00:00:00
C001560,Professional,Gold,2021-06-16 00:00:00
C001561,Value,None,2024-04-12 00:00:00
C001562,Value,Bronze,2021-02-03 00:00:00
C001563,Casual,None,2023-11-21 00:00:00
C001564,Casual,Platinum,2020-12-13 00:00:00
C001565,Professional,None,2022-05-14 00:00:00
C001566,Casual,None,2021-03-18 00:00:00
C001567,Professional,Bronze,2021-06-21 00:00:00
C001568,Professional,Silver,2024-02-24 00:00:00
C001569,Professional,Bronze,2022-04-07 00:00:00
C001570,Enthusiast,Bronze,2024-04-21 00:00:00
C001571,Value,Silver,2022-02-04 00:00:00
C001572,Enthusiast,None,2020-11-23 00:00:00
C001573,Casual,None,2024-12-14 00:00:00
C001574,Professional,Bronze,2021-06-12 00:00:00
C001575,Professional,Silver,2022-03-26 00:00:00
C001576,Value,Bronze,2020-01-30 00:00:00
C001577,Enthusiast,Silver,2024-03-07 00:00:00
C001578,Professional,Silver,2021-08-16 00:00:00
C001579,Casual,Silver,2020-10-24 00:00:00
C001580,Value,None,2021-08-16 00:00:00
C001581,Enthusiast,None,2021-05-19 00:00:00
C001582,Casual,None,2022-02-11 00:00:00
C001583,Professional,None,2021-06-03 00:00:00
C001584,Value,Gold,2021-08-12 00:00:00
C001585,Value,Silver,2020-06-11 00:00:00
C001586,Value,Silver,2021-04-24 00:00:00
C001587,Casual,None,2022-05-18 00:00:00
C001588,Value,None,2020-07-03 00:00:00
C001589,Professional,Silver,2021-06-03 00:00:00
C001590,Casual,None,2020-12-10 00:00:00
C001591,Casual,Gold,2023-11-05 00:00:00
C001592,Value,Bronze,2020-11-05 00:00:00
C001593,Casual,Bronze,2024-08-09 00:00:00
C001594,Value,None,2022-03-24 00:00:00
C001595,Value,Bronze,2023-04-02 00:00:00
C001596,Casual,None,2023-05-24 00:00:00
C001597,Enthusiast,None,2024-03-01 00:00:00
C001598,Professional,Bronze,2020-04-14 00:00:00
C001599,Value,None,2023-06-20 00:00:00
C001600,Value,Silver,2022-01-23 00:00:00
C001601,Enthusiast,None,2022-08-06 00:00:00
C001602,Value,Bronze,2023-03-19 00:00:00
C001603,Professional,Bronze,2020-12-24 00:00:00
C001604,Professional,None,2021-03-22 00:00:00
C001605,Value,Platinum,2020-09-07 00:00:00
C001606,Value,None,2020-12-06 00:00:00
C001607,Casual,Silver,2020-12-10 00:00:00
C001608,Casual,Gold,2021-05-13 00:00:00
C001609,Enthusiast,Silver,2023-03-24 00:00:00
C001610,Casual,Platinum,2022-11-09 00:00:00
C001611,Enthusiast,Bronze,2020-07-02 00:00:00
C001612,Professional,Bronze,2020-12-31 00:00:00
C001613,Casual,Bronze,2020-03-31 00:00:00
C001614,Value,None,2020-01-20 00:00:00
C001615,Enthusiast,Silver,2024-03-21 00:00:00
C001616,Casual,Silver,2023-12-22 00:00:00
C001617,Casual,Silver,2024-02-29 00:00:00
C001618,Professional,Silver,2023-10-16 00:00:00
C001619,Professional,None,2021-07-22 00:00:00
C001620,Enthusiast,Silver,2023-10-16 00:00:00
C001621,Enthusiast,Gold,2023-03-17 00:00:00
C001622,Professional,Bronze,2024-09-28 00:00:00
C001623,Value,Bronze,2020-08-17 00:00:00
C001624,Enthusiast,Silver,2024-01-08 00:00:00
C001625,Professional,Bronze,2024-01-14 00:00:00
C001626,Enthusiast,Silver,2024-11-25 00:00:00
C001627,Casual,Silver,2021-03-16 00:00:00
C001628,Enthusiast,Bronze,2021-09-16 00:00:00
C001629,Value,Bronze,2023-03-13 00:00:00
C001630,Value,None,2020-06-18 00:00:00
C001631,Enthusiast,Bronze,2021-12-25 00:00:00
C001632,Professional,Silver,2021-02-08 00:00:00
C001633,Professional,Silver,2020-05-19 00:00:00
C001634,Enthusiast,Silver,2022-03-28 00:00:00
C001635,Value,Gold,2020-12-28 00:00:00
C001636,Casual,Platinum,2022-12-11 00:00:00
C001637,Value,Silver,2022-02-18 00:00:00
C001638,Value,None,2021-11-11 00:00:00
C001639,Casual,Gold,2020-05-22 00:00:00
C001640,Enthusiast,Silver,2020-02-03 00:00:00
C001641,Enthusiast,Bronze,2022-10-05 00:00:00
C001642,Casual,None,2024-07-03 00:00:00
C001643,Professional,Silver,2024-08-29 00:00:00
C001644,Professional,Silver,2023-02-11 00:00:00
C001645,Enthusiast,Silver,2021-01-04 00:00:00
C001646,Professional,None,2022-07-22 00:00:00
C001647,Professional,None,2024-06-28 00:00:00
C001648,Professional,Silver,2022-07-02 00:00:00
C001649,Value,Gold,2024-01-14 00:00:00
C001650,Enthusiast,Silver,2022-06-22 00:00:00
C001651,Casual,Silver,2020-12-05 00:00:00
C001652,Casual,Bronze,2021-08-24 00:00:00
C001653,Casual,Gold,2022-01-13 00:00:00
C001654,Value,Bronze,2022-04-11 00:00:00
C001655,Value,Gold,2021-01-13 00:00:00
C001656,Casual,Bronze,2021-04-27 00:00:00
C001657,Enthusiast,Bronze,2023-02-09 00:00:00
C001658,Casual,Silver,2023-11-03 00:00:00
