order_id,order_ts,store_id,customer_id,channel
O0004667,2024-02-17 18:35:00,S015,C002404,ecom
O0004668,2024-02-17 17:56:00,S003,C000730,store
O0004669,2024-02-17 10:40:00,S007,C001163,store
O0004670,2024-02-17 19:44:00,S022,C001868,store
O0004671,2024-02-17 19:51:00,S029,C001899,store
O0004672,2024-02-17 18:06:00,S024,C000688,ecom
O0004673,2024-02-17 14:18:00,S009,C000397,ecom
O0004674,2024-02-17 15:23:00,S023,C001191,ecom
O0004675,2024-02-17 18:40:00,S020,C001922,ecom
O0004676,2024-02-17 13:03:00,S004,C001970,store
O0004677,2024-02-17 14:13:00,S005,C001520,ecom
O0004678,2024-02-17 17:56:00,S003,C001965,store
O0004679,2024-02-17 09:16:00,S027,C000134,ecom
O0004680,2024-02-17 09:03:00,S014,C000591,ecom
O0004681,2024-02-17 19:47:00,S030,C001457,store
O0004682,2024-02-17 12:47:00,S023,C002077,store
O0004683,2024-02-17 09:38:00,S017,C000297,ecom
O0004684,2024-02-18 17:21:00,S006,C000785,store
O0004685,2024-02-18 12:37:00,S001,C002075,store
O0004686,2024-02-18 11:44:00,S008,C001036,ecom
O0004687,2024-02-18 11:09:00,S006,C001713,ecom
O0004688,2024-02-18 19:49:00,S028,C000411,store
O0004689,2024-02-18 09:16:00,S024,C000062,ecom
O0004690,2024-02-18 18:08:00,S003,C001695,store
O0004691,2024-02-18 09:13:00,S026,C000589,ecom
O0004692,2024-02-18 17:07:00,S010,C000826,ecom
O0004693,2024-02-18 10:34:00,S025,C000933,ecom
O0004694,2024-02-18 16:23:00,S018,C002468,store
O0004695,2024-02-18 16:42:00,S016,C001052,store
O0004696,2024-02-18 10:28:00,S016,C001282,store
O0004697,2024-02-18 13:19:00,S018,C002167,ecom
O0004698,2024-02-18 14:53:00,S015,C000801,store
O0004699,2024-02-18 20:49:00,S006,C001355,store
O0004700,2024-02-18 13:47:00,S017,C000099,ecom
O0004701,2024-02-18 18:26:00,S008,C000541,store
O0004702,2024-02-18 12:44:00,S015,C000087,ecom
O0004703,2024-02-18 11:01:00,S017,C001673,ecom
O0004704,2024-02-18 19:15:00,S014,C001436,store
O0004705,2024-02-18 12:36:00,S016,C000775,store
O0004706,2024-02-18 09:24:00,S018,C000028,ecom
O0004707,2024-02-18 13:40:00,S030,C000779,store
O0004708,2024-02-18 12:55:00,S001,C001652,store
O0004709,2024-02-18 17:55:00,S006,C000625,ecom
O0004710,2024-02-18 09:42:00,S014,C002467,ecom
O0004711,2024-02-18 11:53:00,S023,C001804,store
O0004712,2024-02-18 14:06:00,S021,C001886,ecom
O0004713,2024-02-18 14:22:00,S007,C000291,store
O0004714,2024-02-18 19:32:00,S006,C000321,store
O0004715,2024-02-18 11:41:00,S004,C001918,store
O0004716,2024-02-18 20:21:00,S029,C000986,store
O0004717,2024-02-18 19:08:00,S022,C000545,ecom
O0004718,2024-02-18 19:35:00,S022,C001321,store
O0004719,2024-02-18 10:16:00,S003,C001484,ecom
O0004720,2024-02-18 14:23:00,S006,C000753,store
O0004721,2024-02-18 18:39:00,S022,C002380,ecom
O0004722,2024-02-18 11:57:00,S010,C000250,store
O0004723,2024-02-18 14:06:00,S026,C001880,store
O0004724,2024-02-18 10:26:00,S001,C000183,store
O0004725,2024-02-18 17:24:00,S019,C002137,store
O0004726,2024-02-18 17:31:00,S019,C001089,store
O0004727,2024-02-18 20:57:00,S028,C001911,store
O0004728,2024-02-18 20:22:00,S017,C002047,store
O0004729,2024-02-18 19:27:00,S024,C001464,ecom
O0004730,2024-02-18 09:39:00,S002,C002251,store
O0004731,2024-02-18 12:31:00,S020,C001606,store
O0004732,2024-02-18 09:42:00,S016,C001910,store
O0004733,2024-02-18 14:01:00,S008,C000075,store
O0004734,2024-02-18 15:07:00,S019,C002258,ecom
O0004735,2024-02-18 20:56:00,S009,C002235,store
O0004736,2024-02-18 09:39:00,S005,C001181,ecom
O0004737,2024-02-18 09:47:00,S015,C001586,store
O0004738,2024-02-18 20:39:00,S013,C001685,ecom
O0004739,2024-02-18 17:49:00,S014,C001665,store
O0004740,2024-02-18 12:57:00,S019,C001040,store
O0004741,2024-02-18 20:07:00,S005,C000902,store
O0004742,2024-02-18 15:46:00,S028,C000532,ecom
O0004743,2024-02-18 13:05:00,S016,C000654,store
O0004744,2024-02-18 18:45:00,S013,C002279,store
O0004745,2024-02-18 14:04:00,S027,C001175,store
O0004746,2024-02-18 14:31:00,S026,C002269,ecom
O0004747,2024-02-18 11:47:00,S005,C001722,ecom
O0004748,2024-02-18 10:41:00,S012,C001664,store
O0004749,2024-02-18 11:49:00,S010,C002335,ecom
O0004750,2024-02-18 12:28:00,S006,C000709,ecom
O0004751,2024-02-18 17:54:00,S015,C000904,ecom
O0004752,2024-02-18 17:26:00,S010,C000796,store
O0004753,2024-02-18 12:09:00,S021,C001219,store
O0004754,2024-02-18 20:03:00,S024,C001160,store
O0004755,2024-02-18 09:15:00,S017,C000517,store
O0004756,2024-02-18 09:26:00,S006,C001281,store
O0004757,2024-02-18 11:03:00,S021,C000346,ecom
O0004758,2024-02-18 11:04:00,S027,C002357,store
O0004759,2024-02-18 14:19:00,S025,C000581,ecom
O0004760,2024-02-18 09:24:00,S024,C001837,store
O0004761,2024-02-18 19:12:00,S028,C000718,ecom
O0004762,2024-02-18 15:20:00,S028,C000706,store
O0004763,2024-02-18 14:51:00,S015,C001998,store
O0004764,2024-02-18 09:34:00,S015,C001820,store
O0004765,2024-02-18 10:10:00,S012,C002141,store
O0004766,2024-02-18 11:30:00,S026,C000305,store
O0004767,2024-02-18 15:35:00,S017,C000875,store
O0004768,2024-02-18 12:03:00,S016,C001309,store
O0004769,2024-02-18 20:57:00,S030,C000439,store
O0004770,2024-02-18 19:35:00,S003,C000957,ecom
O0004771,2024-02-18 20:44:00,S025,C001655,store
O0004772,2024-02-18 15:24:00,S009,C001207,store
O0004773,2024-02-18 13:31:00,S027,C002405,ecom
O0004774,2024-02-18 10:04:00,S010,C001262,store
O0004775,2024-02-18 15:01:00,S004,C000841,ecom
O0004776,2024-02-18 15:36:00,S027,C002195,store
O0004777,2024-02-18 09:42:00,S021,C002262,ecom
O0004778,2024-02-18 19:16:00,S016,C000926,store
O0004779,2024-02-18 11:04:00,S011,C000537,ecom
O0004780,2024-02-18 14:15:00,S021,C001117,store
O0004781,2024-02-18 14:48:00,S018,C001798,store
O0004782,2024-02-18 09:02:00,S005,C002267,store
O0004783,2024-02-18 15:35:00,S003,C002424,store
O0004784,2024-02-18 20:50:00,S001,C002235,store
O0004785,2024-02-18 09:01:00,S009,C000102,store
O0004786,2024-02-18 09:58:00,S007,C002315,store
O0004787,2024-02-18 11:39:00,S021,C002135,store
O0004788,2024-02-18 16:03:00,S024,C000213,store
O0004789,2024-02-18 11:09:00,S017,C002484,store
O0004790,2024-02-18 14:40:00,S021,C001447,ecom
O0004791,2024-02-18 19:41:00,S030,C002094,store
O0004792,2024-02-18 11:53:00,S023,C001806,store
O0004793,2024-02-18 17:55:00,S020,C001345,ecom
O0004794,2024-02-18 11:16:00,S014,C002482,store
O0004795,2024-02-18 12:41:00,S023,C001831,store
O0004796,2024-02-18 10:40:00,S005,C001067,store
O0004797,2024-02-18 15:51:00,S016,C000875,store
O0004798,2024-02-18 17:16:00,S021,C001964,store
O0004799,2024-02-18 20:35:00,S003,C000420,store
O0004800,2024-02-18 19:36:00,S008,C002011,store
O0004801,2024-02-18 20:02:00,S004,C000659,store
O0004802,2024-02-18 09:10:00,S005,C000180,store
O0004803,2024-02-19 20:38:00,S025,C000836,store
O0004804,2024-02-19 11:19:00,S018,C001433,store
O0004805,2024-02-19 10:09:00,S029,C001435,store
O0004806,2024-02-19 10:21:00,S030,C000717,ecom
O0004807,2024-02-19 11:26:00,S010,C000931,ecom
O0004808,2024-02-19 12:45:00,S011,C001260,store
O0004809,2024-02-19 12:57:00,S004,C000388,ecom
O0004810,2024-02-19 17:49:00,S028,C000350,store
O0004811,2024-02-19 19:15:00,S018,C000611,ecom
O0004812,2024-02-19 17:44:00,S019,C001352,store
O0004813,2024-02-19 18:33:00,S022,C001471,store
O0004814,2024-02-19 11:59:00,S009,C001277,store
O0004815,2024-02-19 14:49:00,S010,C000347,store
O0004816,2024-02-19 20:10:00,S013,C000754,store
O0004817,2024-02-19 11:53:00,S012,C002109,store
O0004818,2024-02-19 12:01:00,S021,C002031,ecom
O0004819,2024-02-19 19:54:00,S004,C000689,ecom
O0004820,2024-02-19 17:31:00,S018,C001899,ecom
O0004821,2024-02-19 12:35:00,S028,C001127,store
O0004822,2024-02-19 12:44:00,S021,C002096,ecom
O0004823,2024-02-19 19:07:00,S009,C001048,ecom
O0004824,2024-02-19 11:11:00,S011,C002459,store
O0004825,2024-02-19 12:23:00,S027,C002198,store
O0004826,2024-02-19 18:14:00,S008,C000892,store
O0004827,2024-02-19 17:05:00,S026,C000404,ecom
O0004828,2024-02-19 12:19:00,S023,C000160,store
O0004829,2024-02-19 09:25:00,S022,C000611,store
O0004830,2024-02-19 15:00:00,S006,C002281,store
O0004831,2024-02-19 17:59:00,S009,C000316,ecom
O0004832,2024-02-19 20:25:00,S030,C000870,store
O0004833,2024-02-19 16:01:00,S003,C001394,ecom
O0004834,2024-02-19 18:29:00,S020,C001383,store
O0004835,2024-02-19 13:03:00,S020,C000876,ecom
O0004836,2024-02-19 16:15:00,S014,C001440,store
O0004837,2024-02-19 17:08:00,S011,C000194,store
O0004838,2024-02-19 11:26:00,S014,C000105,store
O0004839,2024-02-19 20:01:00,S022,C001674,ecom
O0004840,2024-02-19 11:45:00,S030,C001233,store
O0004841,2024-02-19 18:54:00,S025,C000982,store
O0004842,2024-02-19 09:38:00,S002,C001693,store
O0004843,2024-02-19 11:47:00,S007,C000180,store
O0004844,2024-02-19 19:50:00,S016,C002189,store
O0004845,2024-02-19 12:13:00,S029,C002106,store
O0004846,2024-02-19 16:50:00,S015,C000199,store
O0004847,2024-02-19 17:53:00,S002,C001653,store
O0004848,2024-02-19 12:46:00,S009,C000674,store
O0004849,2024-02-19 15:13:00,S029,C001864,store
O0004850,2024-02-19 19:39:00,S007,C001741,store
O0004851,2024-02-19 18:41:00,S013,C000049,store
O0004852,2024-02-19 10:48:00,S022,C001719,store
O0004853,2024-02-19 10:12:00,S007,C002103,ecom
O0004854,2024-02-19 20:57:00,S012,C001756,ecom
O0004855,2024-02-19 17:58:00,S012,C000373,ecom
O0004856,2024-02-19 18:54:00,S026,C000687,store
O0004857,2024-02-19 16:21:00,S012,C001319,store
O0004858,2024-02-19 18:12:00,S019,C000483,store
O0004859,2024-02-19 10:05:00,S002,C000415,ecom
O0004860,2024-02-19 13:10:00,S013,C001198,store
O0004861,2024-02-19 09:47:00,S011,C002290,store
O0004862,2024-02-19 11:59:00,S018,C002039,ecom
O0004863,2024-02-19 12:39:00,S010,C001939,store
O0004864,2024-02-19 13:04:00,S006,C000531,store
O0004865,2024-02-19 18:12:00,S028,C001352,ecom
O0004866,2024-02-19 16:53:00,S012,C000466,ecom
O0004867,2024-02-19 10:26:00,S019,C000350,ecom
O0004868,2024-02-19 14:51:00,S023,C001551,ecom
O0004869,2024-02-19 19:32:00,S006,C001424,store
O0004870,2024-02-19 09:58:00,S025,C001311,ecom
O0004871,2024-02-19 14:33:00,S024,C001414,store
O0004872,2024-02-19 18:36:00,S001,C000339,ecom
O0004873,2024-02-19 10:08:00,S026,C002361,store
O0004874,2024-02-19 11:57:00,S024,C001290,ecom
O0004875,2024-02-19 09:48:00,S026,C001397,store
O0004876,2024-02-19 10:59:00,S001,C001240,ecom
O0004877,2024-02-19 11:24:00,S002,C002018,store
O0004878,2024-02-19 12:00:00,S024,C002472,store
O0004879,2024-02-19 19:04:00,S008,C001406,store
O0004880,2024-02-19 14:32:00,S020,C001738,ecom
O0004881,2024-02-19 19:02:00,S029,C002059,store
O0004882,2024-02-19 17:50:00,S015,C000643,ecom
O0004883,2024-02-19 19:14:00,S006,C002102,store
O0004884,2024-02-19 11:47:00,S021,C001469,store
O0004885,2024-02-19 17:45:00,S019,C000298,store
O0004886,2024-02-19 16:32:00,S026,C002027,ecom
O0004887,2024-02-19 14:44:00,S020,C002109,store
O0004888,2024-02-19 19:48:00,S021,C000563,ecom
O0004889,2024-02-19 13:08:00,S002,C002274,ecom
O0004890,2024-02-20 12:14:00,S001,C000388,store
O0004891,2024-02-20 09:33:00,S001,C001815,ecom
O0004892,2024-02-20 12:39:00,S018,C001352,store
O0004893,2024-02-20 10:59:00,S009,C001063,store
O0004894,2024-02-20 16:23:00,S011,C000881,ecom
O0004895,2024-02-20 11:42:00,S019,C002376,ecom
O0004896,2024-02-20 19:32:00,S027,C000407,store
O0004897,2024-02-20 13:37:00,S002,C000572,store
O0004898,2024-02-20 14:45:00,S015,C002071,ecom
O0004899,2024-02-20 12:31:00,S022,C001717,store
O0004900,2024-02-20 15:49:00,S021,C002462,store
O0004901,2024-02-20 09:39:00,S021,C002278,store
O0004902,2024-02-20 12:13:00,S004,C002094,ecom
O0004903,2024-02-20 12:30:00,S009,C000981,ecom
O0004904,2024-02-20 11:25:00,S022,C001626,store
O0004905,2024-02-20 15:38:00,S007,C002223,store
O0004906,2024-02-20 15:31:00,S025,C001087,store
O0004907,2024-02-20 15:26:00,S030,C000804,ecom
O0004908,2024-02-20 14:00:00,S002,C002367,store
O0004909,2024-02-20 12:15:00,S008,C000235,ecom
O0004910,2024-02-20 19:35:00,S019,C002388,store
O0004911,2024-02-20 18:13:00,S030,C002307,store
O0004912,2024-02-20 10:02:00,S005,C000385,store
O0004913,2024-02-20 17:00:00,S002,C001988,store
O0004914,2024-02-20 15:19:00,S022,C002098,store
O0004915,2024-02-20 15:48:00,S006,C001756,store
O0004916,2024-02-20 16:28:00,S003,C001581,store
O0004917,2024-02-20 17:43:00,S008,C000767,store
O0004918,2024-02-20 18:05:00,S005,C000649,ecom
O0004919,2024-02-20 19:32:00,S014,C002085,store
O0004920,2024-02-20 15:48:00,S023,C002228,ecom
O0004921,2024-02-20 19:25:00,S002,C000388,store
O0004922,2024-02-20 09:22:00,S001,C002055,store
O0004923,2024-02-20 18:27:00,S030,C001861,store
O0004924,2024-02-20 14:53:00,S025,C002296,store
O0004925,2024-02-20 13:53:00,S015,C001220,store
O0004926,2024-02-20 15:01:00,S005,C001997,store
O0004927,2024-02-20 12:21:00,S021,C001009,store
O0004928,2024-02-20 09:24:00,S013,C000216,store
O0004929,2024-02-20 16:24:00,S011,C000423,ecom
O0004930,2024-02-20 12:23:00,S015,C001467,store
O0004931,2024-02-20 16:47:00,S017,C000407,store
O0004932,2024-02-20 17:15:00,S027,C001393,store
O0004933,2024-02-20 13:11:00,S004,C001352,ecom
O0004934,2024-02-20 13:50:00,S013,C002460,ecom
O0004935,2024-02-20 19:01:00,S012,C002218,store
O0004936,2024-02-20 20:22:00,S024,C002318,store
O0004937,2024-02-20 15:57:00,S016,C001503,ecom
O0004938,2024-02-20 15:17:00,S029,C000010,ecom
O0004939,2024-02-20 12:22:00,S022,C002017,store
O0004940,2024-02-20 19:33:00,S016,C000402,store
O0004941,2024-02-20 18:39:00,S025,C002021,store
O0004942,2024-02-20 15:40:00,S011,C002103,store
O0004943,2024-02-20 16:22:00,S003,C000476,store
O0004944,2024-02-20 11:42:00,S008,C001897,store
O0004945,2024-02-20 15:15:00,S004,C002331,ecom
O0004946,2024-02-20 20:25:00,S010,C000692,store
O0004947,2024-02-20 10:56:00,S028,C001024,store
O0004948,2024-02-20 15:10:00,S001,C002375,ecom
O0004949,2024-02-20 14:37:00,S024,C000138,ecom
O0004950,2024-02-20 13:02:00,S010,C000547,store
O0004951,2024-02-21 09:50:00,S013,C000097,store
O0004952,2024-02-21 14:14:00,S015,C001070,store
O0004953,2024-02-21 15:15:00,S026,C000152,ecom
O0004954,2024-02-21 13:11:00,S012,C000217,store
O0004955,2024-02-21 14:52:00,S022,C001066,store
O0004956,2024-02-21 16:58:00,S004,C002070,ecom
O0004957,2024-02-21 13:56:00,S005,C000844,ecom
O0004958,2024-02-21 13:02:00,S022,C000637,store
O0004959,2024-02-21 13:34:00,S026,C001502,ecom
O0004960,2024-02-21 12:58:00,S003,C000831,ecom
O0004961,2024-02-21 10:42:00,S015,C002399,ecom
O0004962,2024-02-21 18:52:00,S028,C001477,ecom
O0004963,2024-02-21 13:04:00,S013,C001724,store
O0004964,2024-02-21 11:04:00,S008,C002026,store
O0004965,2024-02-21 12:48:00,S017,C000649,store
O0004966,2024-02-21 15:28:00,S030,C002005,store
O0004967,2024-02-21 17:14:00,S009,C002402,store
O0004968,2024-02-21 13:55:00,S001,C000608,ecom
O0004969,2024-02-21 10:48:00,S001,C000297,store
O0004970,2024-02-21 19:02:00,S018,C001649,store
O0004971,2024-02-21 19:55:00,S015,C000670,store
O0004972,2024-02-21 09:18:00,S001,C002441,store
O0004973,2024-02-21 15:11:00,S010,C000932,store
O0004974,2024-02-21 17:18:00,S010,C001054,store
O0004975,2024-02-21 20:34:00,S008,C000648,ecom
O0004976,2024-02-21 19:08:00,S021,C002007,store
O0004977,2024-02-21 15:12:00,S026,C001540,store
O0004978,2024-02-21 19:00:00,S010,C000556,ecom
O0004979,2024-02-21 14:24:00,S014,C001755,ecom
O0004980,2024-02-21 18:02:00,S014,C001389,store
O0004981,2024-02-21 11:31:00,S028,C002276,store
O0004982,2024-02-21 20:05:00,S011,C001985,store
O0004983,2024-02-21 15:34:00,S023,C002016,store
O0004984,2024-02-21 09:55:00,S014,C001297,ecom
O0004985,2024-02-21 12:53:00,S025,C001151,store
O0004986,2024-02-21 16:26:00,S007,C002155,ecom
O0004987,2024-02-21 18:25:00,S029,C002488,store
O0004988,2024-02-21 13:20:00,S011,C001250,store
O0004989,2024-02-21 15:32:00,S015,C001736,ecom
O0004990,2024-02-21 16:26:00,S020,C001518,store
O0004991,2024-02-21 18:10:00,S018,C001997,store
O0004992,2024-02-21 17:13:00,S006,C001483,ecom
O0004993,2024-02-21 14:44:00,S002,C002295,store
O0004994,2024-02-21 20:31:00,S009,C001393,store
O0004995,2024-02-21 19:03:00,S016,C001718,store
O0004996,2024-02-21 13:33:00,S001,C001885,store
O0004997,2024-02-21 20:09:00,S001,C000473,store
O0004998,2024-02-21 09:57:00,S029,C001797,store
O0004999,2024-02-21 11:00:00,S017,C000384,store
O0005000,2024-02-21 15:08:00,S021,C000772,store
O0005001,2024-02-21 09:20:00,S016,C001882,store
O0005002,2024-02-21 12:40:00,S015,C001350,store
O0005003,2024-02-21 16:45:00,S012,C000395,store
O0005004,2024-02-21 10:30:00,S001,C001899,store
O0005005,2024-02-21 11:47:00,S003,C000192,store
O0005006,2024-02-21 16:27:00,S013,C000289,store
O0005007,2024-02-21 16:05:00,S003,C001154,ecom
O0005008,2024-02-21 17:26:00,S011,C000555,store
O0005009,2024-02-21 13:26:00,S024,C001227,ecom
O0005010,2024-02-21 19:10:00,S017,C002178,ecom
O0005011,2024-02-21 09:37:00,S005,C002468,ecom
O0005012,2024-02-21 19:48:00,S007,C000271,store
O0005013,2024-02-21 13:47:00,S014,C001610,store
O0005014,2024-02-21 12:18:00,S029,C000547,store
O0005015,2024-02-21 17:56:00,S011,C000424,store
O0005016,2024-02-21 15:16:00,S023,C001951,store
O0005017,2024-02-21 13:49:00,S029,C002116,store
O0005018,2024-02-21 19:14:00,S015,C001483,store
O0005019,2024-02-21 15:25:00,S016,C000591,ecom
O0005020,2024-02-21 20:12:00,S018,C000957,store
O0005021,2024-02-21 16:56:00,S021,C000886,store
O0005022,2024-02-21 20:59:00,S030,C001071,store
O0005023,2024-02-21 14:33:00,S013,C001144,ecom
O0005024,2024-02-21 10:25:00,S005,C000794,store
O0005025,2024-02-21 16:52:00,S023,C000735,store
O0005026,2024-02-21 13:35:00,S012,C001267,store
O0005027,2024-02-21 13:52:00,S014,C001758,ecom
O0005028,2024-02-21 17:52:00,S019,C000496,store
O0005029,2024-02-21 13:06:00,S028,C001518,ecom
O0005030,2024-02-21 10:31:00,S019,C001869,store
O0005031,2024-02-21 19:37:00,S028,C000836,ecom
O0005032,2024-02-21 16:41:00,S007,C001807,ecom
O0005033,2024-02-21 11:42:00,S013,C000899,store
O0005034,2024-02-21 11:41:00,S004,C000168,ecom
O0005035,2024-02-21 17:36:00,S012,C001974,ecom
O0005036,2024-02-21 12:55:00,S019,C002119,ecom
O0005037,2024-02-21 17:14:00,S016,C001636,store
O0005038,2024-02-22 12:14:00,S005,C002249,ecom
O0005039,2024-02-22 18:17:00,S007,C001093,store
O0005040,2024-02-22 09:04:00,S010,C000909,store
O0005041,2024-02-22 12:15:00,S011,C001241,store
O0005042,2024-02-22 15:59:00,S009,C001181,ecom
O0005043,2024-02-22 10:50:00,S003,C001010,store
O0005044,2024-02-22 19:36:00,S024,C002353,store
O0005045,2024-02-22 19:46:00,S030,C001402,ecom
O0005046,2024-02-22 09:48:00,S016,C001904,ecom
O0005047,2024-02-22 13:25:00,S022,C002408,store
O0005048,2024-02-22 10:55:00,S019,C000671,store
O0005049,2024-02-22 10:49:00,S029,C000667,store
O0005050,2024-02-22 13:29:00,S025,C000453,ecom
O0005051,2024-02-22 18:19:00,S021,C000811,ecom
O0005052,2024-02-22 12:43:00,S026,C000834,store
O0005053,2024-02-22 09:16:00,S011,C001014,store
O0005054,2024-02-22 20:21:00,S004,C000899,store
O0005055,2024-02-22 18:35:00,S001,C002414,store
O0005056,2024-02-22 09:06:00,S019,C001345,store
O0005057,2024-02-22 12:10:00,S021,C000089,ecom
O0005058,2024-02-22 13:37:00,S007,C002202,store
O0005059,2024-02-22 12:26:00,S016,C002430,ecom
O0005060,2024-02-22 10:53:00,S016,C002396,ecom
O0005061,2024-02-22 15:41:00,S019,C001745,store
O0005062,2024-02-22 12:13:00,S020,C001461,ecom
O0005063,2024-02-22 11:11:00,S013,C000060,ecom
O0005064,2024-02-22 19:20:00,S029,C000463,ecom
O0005065,2024-02-22 11:53:00,S025,C000340,store
O0005066,2024-02-22 09:32:00,S027,C001388,store
O0005067,2024-02-22 20:44:00,S014,C001082,store
O0005068,2024-02-22 09:49:00,S008,C000132,ecom
O0005069,2024-02-22 11:49:00,S022,C001530,store
O0005070,2024-02-22 17:01:00,S008,C001518,store
O0005071,2024-02-22 12:10:00,S011,C002230,store
O0005072,2024-02-22 19:46:00,S002,C000248,ecom
O0005073,2024-02-22 19:45:00,S027,C000347,ecom
O0005074,2024-02-22 10:30:00,S006,C002242,store
O0005075,2024-02-22 18:44:00,S024,C002320,store
O0005076,2024-02-22 10:59:00,S010,C000848,ecom
O0005077,2024-02-22 20:08:00,S014,C000918,ecom
O0005078,2024-02-22 19:16:00,S016,C001663,store
O0005079,2024-02-22 15:36:00,S017,C001428,store
O0005080,2024-02-22 14:58:00,S027,C000548,store
O0005081,2024-02-22 19:12:00,S006,C002098,store
O0005082,2024-02-22 17:56:00,S027,C000023,ecom
O0005083,2024-02-22 20:00:00,S001,C001526,ecom
O0005084,2024-02-22 09:28:00,S019,C001765,store
O0005085,2024-02-22 15:22:00,S011,C000228,store
O0005086,2024-02-22 17:16:00,S025,C002218,store
O0005087,2024-02-22 15:06:00,S017,C002288,ecom
O0005088,2024-02-22 13:53:00,S011,C000204,store
O0005089,2024-02-22 09:57:00,S029,C000677,store
O0005090,2024-02-22 15:56:00,S007,C000206,ecom
O0005091,2024-02-22 17:35:00,S021,C002048,store
O0005092,2024-02-22 16:55:00,S010,C000433,store
O0005093,2024-02-22 10:53:00,S014,C000581,store
O0005094,2024-02-22 14:36:00,S012,C002392,store
O0005095,2024-02-22 15:52:00,S005,C000582,store
O0005096,2024-02-22 19:08:00,S008,C001635,ecom
O0005097,2024-02-22 13:40:00,S025,C002331,store
O0005098,2024-02-23 17:52:00,S027,C000188,store
O0005099,2024-02-23 15:25:00,S011,C002001,store
O0005100,2024-02-23 10:44:00,S021,C002229,store
O0005101,2024-02-23 18:52:00,S020,C001874,store
O0005102,2024-02-23 15:54:00,S021,C001103,store
O0005103,2024-02-23 18:13:00,S009,C000972,store
O0005104,2024-02-23 09:15:00,S010,C002228,ecom
O0005105,2024-02-23 20:30:00,S015,C001058,store
O0005106,2024-02-23 13:38:00,S019,C001374,store
O0005107,2024-02-23 12:59:00,S007,C001137,store
O0005108,2024-02-23 13:45:00,S026,C000082,store
O0005109,2024-02-23 18:42:00,S015,C002441,store
O0005110,2024-02-23 19:51:00,S002,C000092,store
O0005111,2024-02-23 11:27:00,S002,C000998,store
O0005112,2024-02-23 18:11:00,S020,C001896,store
O0005113,2024-02-23 09:42:00,S003,C001936,store
O0005114,2024-02-23 15:07:00,S022,C001165,store
O0005115,2024-02-23 10:03:00,S005,C001672,ecom
O0005116,2024-02-23 12:41:00,S004,C001378,store
O0005117,2024-02-23 19:15:00,S008,C001901,store
O0005118,2024-02-23 09:59:00,S010,C001236,store
O0005119,2024-02-23 12:39:00,S027,C001879,store
O0005120,2024-02-23 16:35:00,S009,C000128,store
O0005121,2024-02-23 10:29:00,S016,C000129,store
O0005122,2024-02-23 12:34:00,S014,C001146,store
O0005123,2024-02-23 17:28:00,S028,C001816,store
O0005124,2024-02-23 09:06:00,S006,C002147,store
O0005125,2024-02-23 14:32:00,S004,C000450,ecom
O0005126,2024-02-23 15:52:00,S002,C001002,store
O0005127,2024-02-23 17:36:00,S009,C002024,store
O0005128,2024-02-23 10:14:00,S030,C001833,store
O0005129,2024-02-23 18:28:00,S026,C000203,store
O0005130,2024-02-23 12:43:00,S012,C000289,store
O0005131,2024-02-23 09:33:00,S005,C001446,ecom
O0005132,2024-02-23 16:10:00,S007,C000631,ecom
O0005133,2024-02-23 15:48:00,S008,C000754,store
O0005134,2024-02-23 13:41:00,S001,C000050,store
O0005135,2024-02-23 19:06:00,S015,C001688,store
O0005136,2024-02-23 15:34:00,S018,C001074,ecom
O0005137,2024-02-23 16:25:00,S026,C001761,store
O0005138,2024-02-23 14:20:00,S011,C001175,ecom
O0005139,2024-02-23 15:07:00,S025,C000090,store
O0005140,2024-02-23 20:33:00,S014,C001303,store
O0005141,2024-02-23 09:27:00,S023,C001069,ecom
O0005142,2024-02-23 20:09:00,S026,C000874,store
O0005143,2024-02-23 12:04:00,S029,C000866,ecom
O0005144,2024-02-23 16:20:00,S029,C000567,store
O0005145,2024-02-23 13:20:00,S027,C002083,store
O0005146,2024-02-23 14:37:00,S017,C001690,store
O0005147,2024-02-23 12:26:00,S015,C001392,store
O0005148,2024-02-23 16:37:00,S024,C002315,store
O0005149,2024-02-23 13:24:00,S010,C000547,ecom
O0005150,2024-02-23 18:51:00,S024,C001682,store
O0005151,2024-02-23 09:38:00,S017,C000318,ecom
O0005152,2024-02-23 11:45:00,S008,C002301,store
O0005153,2024-02-23 11:32:00,S016,C002196,store
O0005154,2024-02-23 20:41:00,S013,C002382,store
O0005155,2024-02-23 18:38:00,S010,C001546,store
O0005156,2024-02-23 10:18:00,S027,C002177,store
O0005157,2024-02-23 13:41:00,S030,C001594,ecom
O0005158,2024-02-23 16:09:00,S003,C000825,ecom
O0005159,2024-02-23 12:10:00,S016,C001193,ecom
O0005160,2024-02-23 09:31:00,S028,C001934,store
O0005161,2024-02-23 17:28:00,S003,C000697,ecom
O0005162,2024-02-23 10:39:00,S019,C000839,store
O0005163,2024-02-23 12:14:00,S015,C001321,ecom
O0005164,2024-02-23 20:43:00,S028,C001790,store
O0005165,2024-02-23 09:45:00,S005,C000053,ecom
O0005166,2024-02-23 12:48:00,S009,C001522,ecom
O0005167,2024-02-23 14:00:00,S003,C001754,ecom
O0005168,2024-02-23 09:22:00,S014,C000840,store
O0005169,2024-02-23 14:40:00,S011,C001113,store
O0005170,2024-02-23 13:21:00,S012,C000729,store
O0005171,2024-02-23 12:01:00,S010,C000183,ecom
